"strain","ST","meropenem_MIC","meropenem.RSI.","Country","Latitude","Longitude","Year","Month","Day","meropenem_MIC_clean"
"ERR1204814","ST11","8","I","Austria",47.0793187,15.4654229,2014,4,14,8
"ERR1204815","ST11","0.12","S","Austria",47.8071049,13.0309639,2014,4,2,0.12
"ERR1204817","ST11","8","I","Austria",47.0793187,15.4654229,2014,1,26,8
"ERR1204820","ST1243","2","S","Austria",48.2990118,14.2892049,2014,1,10,2
"ERR1204821","ST512",">32","R","Austria",47.0793187,15.4654229,2013,11,21,48
"ERR1204822","ST512",">32","R","Austria",47.2301548,9.5808176,2014,1,27,48
"ERR1204823","ST294","≤0.06","S","Austria",47.2301548,9.5808176,2013,11,5,0.06
"ERR1204824","ST12","≤0.06","S","Austria",48.2990118,14.2892049,2014,1,20,0.06
"ERR1204825","ST323","≤0.06","S","Austria",48.2990118,14.2892049,2014,2,24,0.06
"ERR1204826","ST258","16","R","Austria",47.2301548,9.5808176,2014,2,20,16
"ERR1204827","ST11",">32","R","Austria",48.2255317,16.3458152,2014,3,27,48
"ERR1204828","ST37","≤0.06","S","Austria",48.2255317,16.3458152,2014,3,28,0.06
"ERR1204829","ST258",">32","R","Austria",48.2255317,16.3458152,2014,1,22,48
"ERR1204830","ST11","≤0.06","S","Austria",48.2255317,16.3458152,2013,11,5,0.06
"ERR1204831","ST17","≤0.06","S","Estonia",59.41689,24.73816,2014,3,24,0.06
"ERR1204832","ST11","0.5","S","Estonia",59.41689,24.73816,2013,12,26,0.5
"ERR1204834","ST104","≤0.06","S","Estonia",59.41689,24.73816,2013,12,24,0.06
"ERR1204835","ST395","4","I","Estonia",59.41689,24.73816,2014,3,7,4
"ERR1204836","ST17","0.25","S","Estonia",59.41689,24.73816,2014,3,10,0.25
"ERR1204837","ST995","≤0.06","S","Estonia",59.41689,24.73816,2014,3,10,0.06
"ERR1204839","ST17","≤0.06","S","Estonia",59.41689,24.73816,2014,4,14,0.06
"ERR1204840","ST113","≤0.06","S","Estonia",59.41689,24.73816,2013,11,19,0.06
"ERR1204842","ST11","≤0.06","S","Poland",51.142,17.0661,2014,3,10,0.06
"ERR1204843","ST37","≤0.06","S","Poland",51.142,17.0661,2014,3,6,0.06
"ERR1204844","ST25","≤0.06","S","Poland",51.142,17.0661,2014,3,13,0.06
"ERR1204845","ST11","1","S","Poland",51.142,17.0661,2014,2,7,1
"ERR1204846","ST11","≤0.06","S","Poland",54.1195,22.9254,2013,12,13,0.06
"ERR1204847","ST11","0.12","S","Poland",54.1195,22.9254,2014,1,2,0.12
"ERR1204848","ST1801","≤0.06","S","Poland",54.1195,22.9254,2013,11,19,0.06
"ERR1204849","ST42","≤0.06","S","Poland",50.0353,22.0347,2013,12,17,0.06
"ERR1204850","ST2447","≤0.06","S","Poland",54.3659,18.6215,2014,1,14,0.06
"ERR1204851","ST258","4","I","Poland",53.12,23.16,2013,11,27,4
"ERR1204852","ST11","0.12","S","Poland",53.12,23.16,2013,12,5,0.12
"ERR1204854","ST11","0.12","S","Poland",53.45,14.5,2014,1,25,0.12
"ERR1204855","ST11","0.12","S","Poland",53.12,23.16,2013,12,24,0.12
"ERR1204856","ST11","0.5","S","Poland",53.12,23.16,2014,1,5,0.5
"ERR1204857","ST11","≤0.06","S","Poland",52.1952,18.2393,2014,3,15,0.06
"ERR1204858","ST11","≤0.06","S","Poland",52.1952,18.2393,2014,3,19,0.06
"ERR1204859","ST11","2","S","Poland",53.45,14.5,2014,1,17,2
"ERR1204860","ST15","≤0.06","S","Poland",53.12,23.16,2014,1,1,0.06
"ERR1204861","ST113","≤0.06","S","Poland",53.12,23.16,2014,1,12,0.06
"ERR1204862","ST11","0.12","S","Poland",53.12,23.16,2014,1,11,0.12
"ERR1204863","ST11","≤0.06","S","Poland",53.12,23.16,2013,12,28,0.06
"ERR1204864","ST258","16","R","Poland",53.12,23.16,2014,1,20,16
"ERR1204865","ST11","8","I","Poland",53.12,23.16,2013,12,31,8
"ERR1204866","ST3666",">32","R","Poland",52.4032,16.9354,2013,11,7,48
"ERR1204867","ST11","≤0.06","S","Poland",52.4032,16.9354,2014,1,20,0.06
"ERR1204868","ST11","≤0.06","S","Poland",52.4032,16.9354,2014,1,22,0.06
"ERR1204869","ST11","≤0.06","S","Poland",53.45,14.5,2014,1,28,0.06
"ERR1204870","ST3132","≤0.06","S","Poland",51.142,17.0661,2013,12,9,0.06
"ERR1204871","ST11","0.25","S","Poland",51.142,17.0661,2014,1,18,0.25
"ERR1204873","ST11","0.12","S","Poland",54.1195,22.9254,2014,1,25,0.12
"ERR1204875","ST307","≤0.06","S","France",48.8099009,2.3573942,2013,11,28,0.06
"ERR1204876","ST11","≤0.06","S","France",47.2267261,5.9637484,2013,11,4,0.06
"ERR1204877","ST3648","1","S","France",47.2267261,5.9637484,2013,11,20,1
"ERR1204878","ST3649","≤0.06","S","France",47.480965,-0.554562,2013,11,26,0.06
"ERR1204879","ST307","2","S","France",47.480965,-0.554562,2013,11,26,2
"ERR1204881","ST147","≤0.06","S","France",45.811741,1.23518,2014,2,22,0.06
"ERR1204882","ST3147","≤0.06","S","France",48.7948126,2.3635677,2014,2,24,0.06
"ERR1204883","ST37","1","S","France",48.7948126,2.3635677,2014,2,24,1
"ERR1204885","ST791","≤0.06","S","France",48.7948126,2.3635677,2014,4,9,0.06
"ERR1204886","ST307","≤0.06","S","France",48.8099009,2.3573942,2014,4,28,0.06
"ERR1204889","ST307","≤0.06","S","France",47.480965,-0.554562,2014,1,22,0.06
"ERR1204890","ST395","≤0.06","S","France",47.480965,-0.554562,2014,2,25,0.06
"ERR1204892","ST307","2","S","France",47.480965,-0.554562,2014,4,25,2
"ERR1204894","ST37","≤0.06","S","France",44.7847737,-0.6630826,2014,1,8,0.06
"ERR1204895","ST45","0.12","S","France",48.7980426,2.4532896,2014,2,20,0.12
"ERR1204899","ST134","≤0.06","S","France",44.7847737,-0.6630826,2014,2,1,0.06
"ERR1204902","ST147","≤0.06","S","France",48.7980426,2.4532896,2014,4,28,0.06
"ERR1204905","ST11","≤0.06","S","Slovakia",48.166374,17.087154,2014,1,21,0.06
"ERR1204906","ST11","4","I","Slovakia",48.166374,17.087154,2014,1,20,4
"ERR1204907","ST11","≤0.06","S","Slovakia",48.155065,17.152201,2014,3,2,0.06
"ERR1204908","ST11","≤0.06","S","Slovakia",48.101512,17.118645,2014,2,24,0.06
"ERR1204909","ST15","≤0.06","S","Slovakia",48.101512,17.118645,2014,4,20,0.06
"ERR1204910","ST11","2","S","Slovakia",48.743212,19.117908,2013,12,9,2
"ERR1204911","ST15","2","S","Slovakia",48.743212,19.117908,2013,12,12,2
"ERR1204912","ST11","≤0.06","S","Slovakia",48.743212,19.117908,2013,12,16,0.06
"ERR1204913","ST11","≤0.06","S","Slovakia",48.101512,17.118645,2014,3,3,0.06
"ERR1204914","ST11","≤0.06","S","Slovakia",48.743212,19.117908,2014,1,1,0.06
"ERR1204915","ST20","≤0.06","S","Slovakia",48.101512,17.118645,2014,3,9,0.06
"ERR1204916","ST3674","≤0.06","S","Slovakia",48.101512,17.118645,2014,2,26,0.06
"ERR1204917","ST11","≤0.06","S","Slovakia",48.166374,17.087154,2013,11,20,0.06
"ERR1204918","ST258",">32","R","Slovakia",48.166374,17.087154,2013,11,22,48
"ERR1204920","ST11","≤0.06","S","Slovakia",48.166374,17.087154,2014,4,7,0.06
"ERR1204921","ST234","≤0.06","S","Slovakia",48.166374,17.087154,2014,1,16,0.06
"ERR1204922","ST11","4","I","Slovakia",48.166374,17.087154,2014,1,15,4
"ERR1204923","ST11","≤0.06","S","Slovakia",48.166374,17.087154,2014,1,15,0.06
"ERR1204924","ST11","≤0.06","S","Slovakia",48.101512,17.118645,2014,4,7,0.06
"ERR1204926","ST280","≤0.06","S","Slovakia",48.101512,17.118645,2014,4,8,0.06
"ERR1204927","ST11","8","I","Slovakia",48.101512,17.118645,2014,4,17,8
"ERR1204928","ST251","≤0.06","S","Slovakia",48.155065,17.152201,2014,3,1,0.06
"ERR1204929","ST11","1","S","Slovakia",48.155065,17.152201,2014,3,1,1
"ERR1204930","ST11","4","I","Slovakia",48.155065,17.152201,2014,2,28,4
"ERR1204931","ST15","4","I","Slovakia",48.743212,19.117908,2014,1,15,4
"ERR1204932","ST35","≤0.06","S","Slovakia",48.155065,17.152201,2014,1,27,0.06
"ERR1204933","ST461","≤0.06","S","Slovakia",48.72199,21.238306,2014,2,5,0.06
"ERR1204934","ST340","2","S","Slovakia",48.72199,21.238306,2014,2,5,2
"ERR1204935","ST323","≤0.06","S","Slovakia",48.743212,19.117908,2014,1,15,0.06
"ERR1204936","ST11","0.5","S","Slovakia",48.166374,17.087154,2013,12,9,0.5
"ERR1204937","ST3675","≤0.06","S","Slovakia",48.166374,17.087154,2013,12,11,0.06
"ERR1204938","ST11","8","I","Slovakia",48.166374,17.087154,2014,4,4,8
"ERR1204940","ST11","≤0.06","S","Slovakia",48.743212,19.117908,2013,12,12,0.06
"ERR1204941","ST323","≤0.06","S","Czech Republic",50.072284,14.3438228,2013,11,20,0.06
"ERR1204942","ST340","≤0.06","S","Czech Republic",50.072284,14.3438228,2014,2,5,0.06
"ERR1204944","ST340","32","R","Czech Republic",50.072284,14.3438228,2014,3,10,32
"ERR1204946","ST340","2","S","Czech Republic",50.072284,14.3438228,2014,4,11,2
"ERR1204947","ST1333","≤0.06","S","Czech Republic",50.072284,14.3438228,2014,5,5,0.06
"ERR1204948","ST11","1","S","Czech Republic",50.0736379,14.4211807,2013,11,25,1
"ERR1204949","ST11","≤0.06","S","Czech Republic",50.0736379,14.4211807,2013,11,26,0.06
"ERR1204950","ST35","0.12","S","Czech Republic",50.0736379,14.4211807,2014,4,30,0.12
"ERR1204951","ST45","8","I","Czech Republic",50.0736379,14.4211807,2013,11,27,8
"ERR1204955","ST525","≤0.06","S","Czech Republic",49.7664043,13.3727044,2014,3,6,0.06
"ERR1204956","ST323","2","S","Czech Republic",50.2004274,15.8269539,2013,12,9,2
"ERR1204957","ST11","0.12","S","Czech Republic",50.2004274,15.8269539,2014,2,24,0.12
"ERR1204958","ST405","≤0.06","S","Czech Republic",50.2004274,15.8269539,2014,3,24,0.06
"ERR1204959","ST17","≤0.06","S","Czech Republic",50.2004274,15.8269539,2014,3,24,0.06
"ERR1204960","ST11","0.5","S","Czech Republic",49.7664043,13.3727044,2013,11,26,0.5
"ERR1204962","ST11","0.12","S","Czech Republic",50.0736379,14.4211807,2014,1,16,0.12
"ERR1204966","ST340","≤0.06","S","Czech Republic",50.2004274,15.8269539,2014,2,10,0.06
"ERR1204967","ST661","≤0.06","S","Austria",47.2301548,9.5808176,2014,3,3,0.06
"ERR1204969","ST2428","≤0.06","S","Austria",47.0793187,15.4654229,2014,1,30,0.06
"ERR1204970","ST11","2","S","Austria",48.2990118,14.2892049,2014,2,20,2
"ERR1204971","ST6","≤0.06","S","Austria",47.0793187,15.4654229,2013,11,23,0.06
"ERR1204972","ST512",">32","R","Austria",47.2301548,9.5808176,2013,11,3,48
"ERR1204973","ST512",">32","R","Austria",47.2301548,9.5808176,2013,11,4,48
"ERR1204974","ST17","≤0.06","S","Austria",47.2301548,9.5808176,2013,11,6,0.06
"ERR1204975","ST3634","≤0.06","S","Austria",46.6358616,14.3089696,2014,1,3,0.06
"ERR1204976","ST23","≤0.06","S","Austria",48.2255317,16.3458152,2014,1,24,0.06
"ERR1204977","ST15","32","R","Austria",48.2255317,16.3458152,2014,2,25,32
"ERR1204984","ST11","4","I","Slovakia",48.101512,17.118645,2014,4,7,4
"ERR1204989","ST309","0.5","S","Czech Republic",50.072284,14.3438228,2013,11,1,0.5
"ERR1204990","ST323","2","S","Czech Republic",50.072284,14.3438228,2013,11,8,2
"ERR1204991","ST461","0.5","S","Czech Republic",49.7664043,13.3727044,2014,4,12,0.5
"ERR1204993","ST405","≤0.06","S","Czech Republic",50.2004274,15.8269539,2014,3,10,0.06
"ERR1204994","ST405","≤0.06","S","Czech Republic",50.2004274,15.8269539,2014,2,12,0.06
"ERR1204997","ST101","16","R","Austria",48.2255317,16.3458152,2013,11,5,16
"ERR1204999","ST11","≤0.06","S","Estonia",59.41689,24.73816,2013,12,25,0.06
"ERR1205000","ST17","2","S","Estonia",59.41689,24.73816,2014,3,24,2
"ERR1205001","ST11","0.25","S","Estonia",59.41689,24.73816,2013,11,22,0.25
"ERR1205002","ST23","≤0.06","S","Estonia",59.41689,24.73816,2013,11,22,0.06
"ERR1205003","ST395","0.12","S","Estonia",59.41689,24.73816,2014,2,22,0.12
"ERR1205004","ST395","≤0.06","S","Estonia",59.41689,24.73816,2014,2,21,0.06
"ERR1205009","ST11","0.25","S","Estonia",59.41689,24.73816,2013,11,19,0.25
"ERR1205010","ST152","1","S","Poland",53.45,14.5,2014,2,6,1
"ERR1205011","ST147","0.12","S","Poland",51.142,17.0661,2014,2,7,0.12
"ERR1205013","ST11","0.25","S","Poland",54.1195,22.9254,2013,11,14,0.25
"ERR1205015","ST11","8","I","Poland",54.3659,18.6215,2014,1,9,8
"ERR1205018","ST280","8","I","Poland",54.3659,18.6215,2014,1,13,8
"ERR1205019","ST152","≤0.06","S","Poland",52.1952,18.2393,2014,3,18,0.06
"ERR1205020","ST3665","0.12","S","Poland",52.1952,18.2393,2014,3,24,0.12
"ERR1205021","ST392","≤0.06","S","Poland",54.18,15.57,2014,1,16,0.06
"ERR1205022","ST152","4","I","Poland",54.18,15.57,2013,12,19,4
"ERR1205023","ST11","2","S","Poland",53.12,23.16,2013,12,31,2
"ERR1205024","ST11","0.25","S","Poland",53.12,23.16,2014,1,21,0.25
"ERR1205028","ST11",">32","R","Poland",52.4032,16.9354,2013,12,20,48
"ERR1205029","ST16","≤0.06","S","Poland",52.4032,16.9354,2013,12,24,0.06
"ERR1205030","ST152","≤0.06","S","Poland",52.4032,16.9354,2014,1,23,0.06
"ERR1205031","ST147","2","S","Poland",51.142,17.0661,2013,12,3,2
"ERR1205033","ST101","0.12","S","France",45.7034018,4.8052426,2013,12,20,0.12
"ERR1205034","ST101","16","R","France",45.7034018,4.8052426,2014,1,27,16
"ERR1205035","ST258","8","I","France",48.8099009,2.3573942,2013,11,28,8
"ERR1205036","ST45","8","I","France",47.2267261,5.9637484,2013,11,4,8
"ERR1205039","ST16","≤0.06","S","France",47.2267261,5.9637484,2013,11,21,0.06
"ERR1205040","ST902","0.12","S","France",48.3967992,-4.532673,2014,1,20,0.12
"ERR1205041","ST661","≤0.06","S","France",48.3967992,-4.532673,2014,1,20,0.06
"ERR1205043","ST34","0.12","S","France",48.7948126,2.3635677,2014,2,27,0.12
"ERR1205048","ST405","2","S","France",48.7980426,2.4532896,2014,1,14,2
"ERR1205049","ST307","8","I","France",48.7948126,2.3635677,2014,4,9,8
"ERR1205055","ST405","≤0.06","S","France",47.2267261,5.9637484,2014,3,27,0.06
"ERR1205056","ST902","≤0.06","S","France",47.480965,-0.554562,2014,4,25,0.06
"ERR1205058","ST405","≤0.06","S","France",48.7980426,2.4532896,2014,4,16,0.06
"ERR1205059","ST14","≤0.06","S","France",48.7980426,2.4532896,2014,2,19,0.06
"ERR1205061","ST307","≤0.06","S","France",48.7980426,2.4532896,2014,2,20,0.06
"ERR1205063","ST1709","0.5","S","France",48.7980426,2.4532896,2014,4,14,0.5
"ERR1205064","ST392","2","S","France",45.7592327,3.0939838,2014,3,20,2
"ERR1205073","ST307","4","I","France",44.837789,-0.57918,2013,11,12,4
"ERR1205076","ST37","≤0.06","S","France",44.7847737,-0.6630826,2013,11,8,0.06
"ERR1216950","ST628","≤0.06","S","Germany",49.305833,7.344167,2013,12,10,0.06
"ERR1216951","ST14","2","S","Germany",52.5424137,13.3486434,2013,12,8,2
"ERR1216955","ST867","≤0.06","S","Germany",51.056814,13.780108,2014,1,6,0.06
"ERR1216956","ST101","16","R","Germany",52.5424137,13.3486434,2014,1,12,16
"ERR1216957","ST3640","≤0.06","S","Germany",50.065963,8.191466,2014,1,13,0.06
"ERR1216958","ST307","1","S","Germany",50.065963,8.191466,2014,1,10,1
"ERR1216959","ST17",">32","R","Germany",48.421383,9.953098,2014,1,15,48
"ERR1216961","ST299","≤0.06","S","Germany",51.056814,13.780108,2014,1,21,0.06
"ERR1216962","ST258",">32","R","Germany",51.056814,13.780108,2014,1,21,48
"ERR1216963","ST15","1","S","Germany",50.065963,8.191466,2014,1,23,1
"ERR1216965","ST11","32","R","Germany",52.5424137,13.3486434,2014,1,25,32
"ERR1216966","ST15","1","S","Germany",51.49358,7.22922,2014,2,10,1
"ERR1216967","ST6","≤0.06","S","Germany",49.305833,7.344167,2014,2,7,0.06
"ERR1216969","ST14","8","I","Germany",51.056814,13.780108,2014,2,17,8
"ERR1216970","ST147",">32","R","Germany",50.094722,8.661111,2013,11,26,48
"ERR1216973","ST6","≤0.06","S","Germany",50.094722,8.661111,2013,12,9,0.06
"ERR1216975","ST20","≤0.06","S","Germany",50.094722,8.661111,2014,2,4,0.06
"ERR1216978","ST45","1","S","Germany",48.135833,11.599167,2013,12,12,1
"ERR1216980","ST405","1","S","Germany",48.135833,11.599167,2014,3,7,1
"ERR1216981","ST1804","4","I","Germany",52.5424137,13.3486434,2014,3,24,4
"ERR1216982","ST11","0.12","S","Germany",48.006389,7.837778,2014,3,26,0.12
"ERR1216984","ST147","2","S","Germany",48.006389,7.837778,2014,4,1,2
"ERR1216985","ST17","≤0.06","S","Germany",48.006389,7.837778,2014,4,4,0.06
"ERR1216987","ST29","≤0.06","S","Germany",52.10162,11.6191782,2014,4,7,0.06
"ERR1216989","ST377","1","S","Germany",50.094722,8.661111,2014,2,20,1
"ERR1216991","ST1333","≤0.06","S","Germany",51.056814,13.780108,2014,8,4,0.06
"ERR1216992","ST3641","≤0.06","S","Germany",50.925071,6.917546,2014,3,17,0.06
"ERR1216993","ST14","4","I","Germany",50.925071,6.917546,2014,3,14,4
"ERR1216996","ST301","≤0.06","S","Germany",48.421383,9.953098,2014,8,11,0.06
"ERR1216997","ST258","8","I","Germany",52.383889,9.804722,2014,4,20,8
"ERR1216999","ST3642","0.25","S","Germany",52.383889,9.804722,2014,1,27,0.25
"ERR1217000","ST25","≤0.06","S","Germany",52.383889,9.804722,2013,10,11,0.06
"ERR1217001","ST25","4","I","Germany",52.383889,9.804722,2014,3,24,4
"ERR1217003","ST17","2","S","Germany",52.383889,9.804722,2014,3,28,2
"ERR1217005","ST11","8","I","Germany",52.383889,9.804722,2013,11,1,8
"ERR1217013","ST11","1","S","Germany",52.383889,9.804722,2013,11,1,1
"ERR1217015","ST11","0.5","S","Germany",52.383889,9.804722,2012,10,10,0.5
"ERR1217019","ST36","16","R","Germany",49.418056,8.666667,2014,1,3,16
"ERR1217021","ST258","8","I","Germany",49.418056,8.666667,2013,11,21,8
"ERR1217022","ST530","1","S","Germany",49.418056,8.666667,2013,12,1,1
"ERR1217023","ST36","16","R","Germany",49.418056,8.666667,2013,12,10,16
"ERR1217025","ST1307","1","S","Germany",49.418056,8.666667,2013,11,19,1
"ERR1217026","ST37","≤0.06","S","Germany",49.418056,8.666667,2014,9,19,0.06
"ERR1217027","ST1486","≤0.06","S","Germany",49.418056,8.666667,2014,9,19,0.06
"ERR1217028","ST3643","≤0.06","S","Germany",49.418056,8.666667,2014,9,19,0.06
"ERR1217029","ST542","≤0.06","S","Germany",49.418056,8.666667,2014,9,17,0.06
"ERR1217030","ST831","≤0.06","S","Germany",49.418056,8.666667,2014,9,18,0.06
"ERR1217031","ST37","≤0.06","S","Germany",49.418056,8.666667,2014,9,15,0.06
"ERR1217033","ST15","≤0.06","S","Germany",49.418056,8.666667,2014,9,15,0.06
"ERR1217035","ST48","≤0.06","S","Germany",52.5424137,13.3486434,2014,10,1,0.06
"ERR1217038","ST35","≤0.06","S","Germany",52.5424137,13.3486434,2014,10,1,0.06
"ERR1217040","ST107","≤0.06","S","Norway",59.272669,10.41772,2013,11,12,0.06
"ERR1217041","ST101","16","R","Norway",59.272669,10.41772,2013,11,6,16
"ERR1217053","ST39","≤0.06","S","Norway",58.953516,5.73281,2014,3,15,0.06
"ERR1217054","ST307","0.5","S","Norway",63.419538,10.391002,2014,4,23,0.5
"ERR1217058","ST37","1","S","Malta",35.901618,14.476007,2013,11,1,1
"ERR1217059","ST11","2","S","Malta",35.901618,14.476007,2013,11,2,2
"ERR1217060","ST307","2","S","Malta",35.901618,14.476007,2013,11,3,2
"ERR1217062","ST11","2","S","Malta",35.901618,14.476007,2013,11,5,2
"ERR1217063","ST307","0.12","S","Malta",35.901618,14.476007,2013,11,10,0.12
"ERR1217065","ST1082","0.12","S","Malta",35.901618,14.476007,2013,11,15,0.12
"ERR1217066","ST11","2","S","Malta",35.901618,14.476007,2013,11,15,2
"ERR1217067","ST36","≤0.06","S","Malta",35.901618,14.476007,2013,11,16,0.06
"ERR1217068","ST11","2","S","Malta",35.901618,14.476007,2013,11,16,2
"ERR1217070","ST11","2","S","Malta",35.901618,14.476007,2013,11,26,2
"ERR1217071","ST200","≤0.06","S","Malta",35.901618,14.476007,2013,11,29,0.06
"ERR1217072","ST307","≤0.06","S","Malta",35.901618,14.476007,2013,11,30,0.06
"ERR1217073","ST11","2","S","Malta",35.901618,14.476007,2013,12,1,2
"ERR1217076","ST292","≤0.06","S","Malta",35.901618,14.476007,2013,11,6,0.06
"ERR1217077","ST307","≤0.06","S","Malta",35.901618,14.476007,2013,11,6,0.06
"ERR1217080","ST1626","2","S","Lithuania",54.752072,25.277788,2014,1,20,2
"ERR1217081","ST1626","0.12","S","Lithuania",54.752072,25.277788,2014,1,22,0.12
"ERR1217083","ST405","≤0.06","S","Lithuania",54.3984713,24.0391475,2014,3,7,0.06
"ERR1217084","ST437","≤0.06","S","Lithuania",54.5668601,23.3468806,2014,1,5,0.06
"ERR1217085","ST873","≤0.06","S","Lithuania",54.709866,25.3155939,2013,11,8,0.06
"ERR1217086","ST1269","0.12","S","Israel",31.768319,35.21371,2014,4,7,0.12
"ERR1217090","ST512",">32","R","Israel",32.830361,34.974338,2013,12,25,48
"ERR1217091","ST2703","≤0.06","S","Israel",31.768319,35.21371,2014,3,19,0.06
"ERR1217092","ST147","≤0.06","S","Israel",31.768319,35.21371,2014,3,19,0.06
"ERR1217093","ST3653","≤0.06","S","Israel",31.768319,35.21371,2014,3,20,0.06
"ERR1217095","ST512",">32","R","Israel",32.80362,34.986711,2013,11,21,48
"ERR1217097","ST512","32","R","Israel",32.80362,34.986711,2013,12,17,32
"ERR1217098","ST512","32","R","Israel",32.80362,34.986711,2013,12,19,32
"ERR1217100","ST168","≤0.06","S","Israel",32.80362,34.986711,2013,12,20,0.06
"ERR1217101","ST133","≤0.06","S","Israel",32.80362,34.986711,2014,1,29,0.06
"ERR1217102","ST3654","≤0.06","S","Israel",32.80362,34.986711,2014,2,5,0.06
"ERR1217103","ST512",">32","R","Israel",32.80362,34.986711,2014,2,19,48
"ERR1217104","ST290","≤0.06","S","Israel",32.80362,34.986711,2014,2,19,0.06
"ERR1217105","ST512",">32","R","Israel",32.80362,34.986711,2014,1,29,48
"ERR1217106","ST512",">32","R","Israel",32.80362,34.986711,2014,2,5,48
"ERR1217107","ST3653","≤0.06","S","Israel",31.768319,35.21371,2014,3,24,0.06
"ERR1217109","ST512",">32","R","Israel",31.9521108,34.906551,2013,12,7,48
"ERR1217110","ST4064","≤0.06","S","Israel",32.066158,34.777819,2013,12,2,0.06
"ERR1217111","ST307","≤0.06","S","Israel",32.830361,34.974338,2013,12,18,0.06
"ERR1217113","ST348","≤0.06","S","Israel",32.066158,34.777819,2014,4,23,0.06
"ERR1217114","ST512",">32","R","Israel",32.066158,34.777819,2014,4,22,48
"ERR1217117","ST512",">32","R","Israel",32.830361,34.974338,2014,2,13,48
"ERR1217118","ST512",">32","R","Israel",32.830361,34.974338,2014,2,13,48
"ERR1217119","ST1536","≤0.06","S","Israel",32.830361,34.974338,2013,12,13,0.06
"ERR1217120","ST337","≤0.06","S","Israel",32.830361,34.974338,2013,12,19,0.06
"ERR1217122","ST4063","≤0.06","S","Israel",32.830361,34.974338,2013,12,23,0.06
"ERR1217124","ST512",">32","R","Israel",31.9521108,34.906551,2013,12,4,48
"ERR1217125","ST512",">32","R","Israel",31.9521108,34.906551,2013,12,8,48
"ERR1217127","ST258","32","R","Israel",32.80362,34.986711,2014,1,20,32
"ERR1217128","ST39","≤0.06","S","Israel",32.066158,34.777819,2013,11,25,0.06
"ERR1217129","ST292","2","S","Israel",32.066158,34.777819,2013,12,1,2
"ERR1217130","ST307","≤0.06","S","Israel",31.9521108,34.906551,2014,4,23,0.06
"ERR1217131","ST512",">32","R","Israel",32.066158,34.777819,2013,11,26,48
"ERR1217132","ST45","≤0.06","S","Israel",32.066158,34.777819,2013,12,1,0.06
"ERR1217133","ST37","≤0.06","S","Israel",32.066158,34.777819,2013,12,1,0.06
"ERR1217134","ST383","2","S","Israel",32.066158,34.777819,2013,12,2,2
"ERR1217138","ST147","≤0.06","S","Israel",32.066158,34.777819,2013,12,13,0.06
"ERR1217139","ST1412","≤0.06","S","Israel",32.066158,34.777819,2013,12,13,0.06
"ERR1217140","ST234","0.5","S","Israel",32.066158,34.777819,2013,12,17,0.5
"ERR1217141","ST394","4","I","Israel",32.066158,34.777819,2013,12,6,4
"ERR1217142","ST512",">32","R","Israel",32.066158,34.777819,2013,12,9,48
"ERR1217143","ST512",">32","R","Israel",32.066158,34.777819,2013,12,16,48
"ERR1217144","ST512",">32","R","Israel",32.066158,34.777819,2014,1,14,48
"ERR1217145","ST13","≤0.06","S","Israel",32.066158,34.777819,2014,2,24,0.06
"ERR1217146","ST512","32","R","Israel",32.066158,34.777819,2014,1,31,32
"ERR1217147","ST512",">32","R","Israel",32.066158,34.777819,2014,2,1,48
"ERR1217149","ST17","≤0.06","S","Israel",32.066158,34.777819,2014,2,24,0.06
"ERR1217150","ST336","≤0.06","S","Israel",32.066158,34.777819,2014,2,24,0.06
"ERR1217151","ST35","≤0.06","S","Israel",32.066158,34.777819,2014,2,24,0.06
"ERR1217152","ST4","≤0.06","S","Israel",31.768319,35.21371,2014,4,4,0.06
"ERR1217153","ST512",">32","R","Israel",32.066158,34.777819,2013,11,27,48
"ERR1217155","ST111","4","I","Israel",32.80362,34.986711,2014,1,27,4
"ERR1217156","ST395","16","R","Israel",32.80362,34.986711,2014,2,27,16
"ERR1217158","ST38","16","R","Israel",31.768319,35.21371,2014,3,27,16
"ERR1217159","ST512",">32","R","Israel",31.768319,35.21371,2014,3,10,48
"ERR1217160","ST512","32","R","Israel",31.768319,35.21371,2014,3,14,32
"ERR1217161","ST512",">32","R","Israel",31.768319,35.21371,2014,4,9,48
"ERR1217162","ST512",">32","R","Israel",31.768319,35.21371,2014,3,6,48
"ERR1217163","ST512",">32","R","Israel",31.768319,35.21371,2014,3,10,48
"ERR1217164","ST111","1","S","Israel",31.768319,35.21371,2014,3,13,1
"ERR1217165","ST13","≤0.06","S","Israel",31.768319,35.21371,2014,4,30,0.06
"ERR1217166","ST512","32","R","Israel",31.768319,35.21371,2014,3,17,32
"ERR1217167","ST101","4","I","Israel",31.768319,35.21371,2014,3,25,4
"ERR1217168","ST392","≤0.06","S","Israel",31.768319,35.21371,2014,3,31,0.06
"ERR1217169","ST512",">32","R","Israel",31.768319,35.21371,2014,4,7,48
"ERR1217170","ST15","≤0.06","S","Montenegro",42.437504,19.245408,2014,1,9,0.06
"ERR1217171","ST307","≤0.06","S","Montenegro",42.437504,19.245408,2014,1,20,0.06
"ERR1217172","ST274","16","R","Montenegro",42.437504,19.245408,2014,1,23,16
"ERR1217174","ST29","≤0.06","S","Montenegro",42.437504,19.245408,2014,1,27,0.06
"ERR1217175","ST15","≤0.06","S","Montenegro",42.437504,19.245408,2014,1,27,0.06
